Sm1+.txt,163,0.28900709219858156
Sm10+.txt,53,0.24537037037037038
Sm11+.txt,70,0.1917808219178082
Sm12+.txt,66,0.22602739726027396
Sm13+.txt,51,0.1969111969111969
Sm14+.txt,68,0.19767441860465115
Sm15+.txt,29,0.17575757575757575
Sm16+.txt,13,0.24528301886792453
Sm17+.txt,93,0.23308270676691728
Sm18+.txt,99,0.23741007194244604
Sm19+.txt,65,0.2226027397260274
Sm2+.txt,41,0.2733333333333333
Sm20+.txt,36,0.19148936170212766
Sm21+.txt,28,0.24778761061946902
Sm22+.txt,72,0.34951456310679613
Sm23+.txt,90,0.2616279069767442
Sm24+.txt,91,0.2116279069767442
Sm25+.txt,72,0.22570532915360503
Sm26+.txt,97,0.29754601226993865
Sm27+.txt,74,0.2138728323699422
Sm28+.txt,26,0.21138211382113822
Sm29+.txt,24,0.21052631578947367
Sm3+.txt,65,0.38461538461538464
Sm30+.txt,50,0.2617801047120419
Sm4+.txt,34,0.2463768115942029
Sm5+.txt,88,0.31095406360424027
Sm6+.txt,0,0
Sm7+.txt,32,0.256
Sm8+.txt,235,0.28976572133168926
Sm9+.txt,54,0.18
